poi,text,like_count,published_at,video_id,video_title,sentiment,sentiment_score
Wat Doi Suthep,"Beautiful video! Cool to see Thailand from a different perspective, new sub :)",3,2024-11-15T05:37:07Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9074
Wat Doi Suthep,"Visited Thailand in 2019 it is one of my memorable trips, unfortunate did not visit chian mai, Thailand very beautiful country, love it ❤❤",2,2025-09-24T09:52:58Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.728
Wat Doi Suthep,Thank you for visiting. We are local brand only on Chiang Mai 💗 28:19,0,2024-12-06T14:29:10Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.7226
Wat Doi Suthep,"Lovely vlog! I've been to Chiang Mai but I missed so many of these places, will definitely see these places next time",0,2024-12-30T12:00:06Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.7909
Wat Doi Suthep,"I live near Chiang Mai since 10 years and I know
Nesrly all the places you showed. You’ve chosen very good locations and aranged it to a beautiful bouquet!",0,2026-01-02T16:42:23Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8949
Wat Doi Suthep,"I'm going to visit Chiang Mai 2weeks after
I can use your video very usefully
I love this city's atmosphere   😊😊",0,2025-04-19T06:39:04Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8639
Wat Doi Suthep,"Congratulations for your exquisite video, love the flow and aesthetic. Chiang Mai is my happy place, was delicious to watch your take on it. Bravo!",0,2024-12-10T07:41:35Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9527
Wat Doi Suthep,Terrific faceless vlog that's inspiring with attention to detail.  Would love to visit this place with a different perspective.,1,2025-01-08T21:03:48Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.906
Wat Doi Suthep,Great suggestions - I am about to go back to Chiang Mai for my 3rd time next week. This vlog had some places I haven't been to yet! So thank you!,0,2024-11-19T22:35:02Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8767
Wat Doi Suthep,Chiang mai is so beautiful!,0,2024-11-28T14:35:29Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8775
Wat Doi Suthep,I thought you couldn’t do Airbnb’s in Thailand? That place looks great,0,2024-12-06T07:38:43Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.621
Wat Doi Suthep,"I absolutely love your video! This film gives me calm and peaceful vibes and I love it sooooo much. I'm going this summer and I cannot wait! Mind if I ask, what kind of camera do you use? I really like it!",0,2025-02-01T21:55:30Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9267
Wat Doi Suthep,"❤So cute & beautyful , I like this video & life style of you , I wish you enjoy for this trip , welcome to Thailand.🎉",0,2024-11-20T13:09:04Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8638
Wat Doi Suthep,I love this video.I’m chiang mai people.,0,2026-01-17T00:02:01Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8529
Wat Doi Suthep,I also visited Chiang Mai on my last trip to Thailand in the mid 2010s.  (I think it was in 2016.)  I stayed near the city centre and remember the Sunday Night Market and the gates.,0,2025-10-01T20:26:44Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.4742
Wat Doi Suthep,"The red taxi is called ""songthaew"", a public minivan system common in Southeast Asia with a different name, from Thailand and its neighbors to Indonesia further south (it's called ""angkot"" here). 

Anw, I love your way of exploring. You mix everything in one like I do, from temples, city streets, cafe hopping, to shopping.",0,2024-11-29T13:46:21Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.4955
Wat Doi Suthep,Excellent video... I live in Suthep and these are some of the best images I've seen of the spaces and vibe around here... hope you don't mind if I share this as a resource to share on my local guesthouse website? 🙏,0,2024-12-04T15:16:36Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8888
Wat Doi Suthep,"I love the vibe and the relaxed atmosphere of this vlog. Can’t wait to visit Chiang Mai . 

If I may ask, I love your hat ! May I
know where it is from? Thanks a ton",0,2025-01-01T11:18:58Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9026
Wat Doi Suthep,"As chicken Khao Soi is a very traditional dish in Chiang Mai, that is the most un-authentic Khao Soi dish I have seen. Been there many times and that looks nothing like traditional Khao Soi.",0,2024-12-13T17:07:46Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.6029
Wat Doi Suthep,"How was smokey season in Chiang Mai? Lots of atmosphere, eh?",1,2025-06-04T03:53:19Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.4333
Wat Doi Suthep,"I really love your travveling style🎉Thank u for sharing. Is this 2 weeks ago? When is the best time to visit Chiang Mai , any months we should avoid? Thank u ❤",1,2024-11-27T08:24:02Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.7719
Wat Doi Suthep,somehow you can only get good khao soi in Chiang Mai...,0,2024-12-07T00:02:54Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.3705
Wat Doi Suthep,"I'm sorry ! That Khao Soi is far far from traditional, it's supposed to be a bone in drumstick in a soup, with crispy noodles on top, with lime, red onion and picked veg on the side !",2,2024-12-03T01:48:30Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,negative,0.8604
Wat Doi Suthep,"Whats the best way to commute between all these cities/town. Lets say I start with Phuket then Krabi is only 3hrs drive from there so I cover that next (or I can do just the opposite i.e. start with Krabi then Phuket).
I've got interest in Bangkok or Pattaya.

Now next I want to cover is Chiang Mai and Chiang Rai. I see direct flight from Phuket to Chiang Mai.

My question-
 How to plan from Chiang Mai? Bus or train or flight to Chiang Rai?
Then back to Phuket while leaving the country or what",0,2025-01-08T16:54:24Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.5491
Wat Doi Suthep,"Hi, I am about to visit Chiang Mai in 2 weeks. Was it easy to drive around or should I hire a driver?",0,2025-03-10T12:11:54Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.8197
Wat Doi Suthep,Hi there! May i know when did you film this? Am planning a trip there but im not sure about the dry/ rainy season! 🙂,1,2025-01-11T17:12:43Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.7023
Wat Doi Suthep,Where did you book your visit to Doi Suthep?,0,2025-06-09T07:23:10Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.8462
Wat Doi Suthep,"Hi Riri, may i know how you move one place to another during your tour in Chiangmai? By grab or rent a car?",0,2025-07-27T05:13:06Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.852
Wat Doi Suthep,Which dates did you travel to Chiang Mai?,0,2025-01-05T08:58:27Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.8775
Wat Doi Suthep,How long did it take to cover the Doi Suthep ?,0,2025-01-22T17:10:07Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.6284
Wat Doi Suthep,How boring!!! Chiang  Mai being reduced to coffee shops and souvenir stalls! You dont have to go to Thaïland to see it but stay anywhere in any part of the US.,0,2025-05-20T17:04:12Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,negative,0.9171
Wat Doi Suthep,"Nicely done!!! I’ve lived in Chiang Mai for quite awhile and your video has inspired me to get out more, even though I have visited a lot of places, you have pointed out some which I have missed, Cheers.",19,2023-04-29T09:36:53Z,0LJRqJxIgIM,"20 Best Places to Visit in Chiang Mai, Thailand - 4K Chiang Mai Travel Guide",positive,0.91
Wat Doi Suthep,"Wow, the temples you visited were so beautiful, especially the one after the hike.",2,2023-07-15T14:00:31Z,0LJRqJxIgIM,"20 Best Places to Visit in Chiang Mai, Thailand - 4K Chiang Mai Travel Guide",positive,0.9147
Wat Doi Suthep,"I love Nong Buak Haad park and I spend time there every time I am in Chiang Mai.  But it's hardly ""outside the city"".  More like ""smack dab in the middle of the city.""  :D",1,2023-09-05T00:39:12Z,0LJRqJxIgIM,"20 Best Places to Visit in Chiang Mai, Thailand - 4K Chiang Mai Travel Guide",positive,0.7518
Wat Doi Suthep,"thanks bring us beautiful Thailand,  keep going.",0,2024-01-29T11:54:49Z,0LJRqJxIgIM,"20 Best Places to Visit in Chiang Mai, Thailand - 4K Chiang Mai Travel Guide",positive,0.8455
Wat Doi Suthep,Thank you for this vid! Will be a good guide for my Chiang Mai trip in the future. Subscribed!,0,2023-12-06T16:57:29Z,0LJRqJxIgIM,"20 Best Places to Visit in Chiang Mai, Thailand - 4K Chiang Mai Travel Guide",positive,0.9084
Wat Doi Suthep,excellent introduction and overview to beautiful Chiang Mai....I must stop on a Thailand visit.,0,2025-06-20T20:25:51Z,0LJRqJxIgIM,"20 Best Places to Visit in Chiang Mai, Thailand - 4K Chiang Mai Travel Guide",positive,0.8095
Wat Doi Suthep,"Thank you! I enjoyed your video, now I'm really excited to visit Chiang Mai!",0,2023-08-15T00:56:19Z,0LJRqJxIgIM,"20 Best Places to Visit in Chiang Mai, Thailand - 4K Chiang Mai Travel Guide",positive,0.9302
Wat Doi Suthep,"Yes Chiang Mai is great place for a holiday, would have liked to see the lanterns, great travel video.",1,2023-04-22T07:06:29Z,0LJRqJxIgIM,"20 Best Places to Visit in Chiang Mai, Thailand - 4K Chiang Mai Travel Guide",positive,0.8798
Wat Doi Suthep,"“Everlasting Hills”

Chiang Mai, Thailand
Is the most 
Beautiful of all Beautiful
Lovely of all Lovely
Glorious of all Glorious

Places

For vacation and destination",2,2024-07-08T03:13:04Z,0LJRqJxIgIM,"20 Best Places to Visit in Chiang Mai, Thailand - 4K Chiang Mai Travel Guide",positive,0.8592
Wat Doi Suthep,I have lived in Chiang Mai now for 10 years. This is an excellent video for someone to get an idea of what to do and where to go. You should definitely visit some elephants and invest time to go to Wat Ban Den you could combine both of those in one day trip add a stop to the insect Museum in Mae Rim and you'll have a perfect day,0,2026-03-30T04:18:29Z,0LJRqJxIgIM,"20 Best Places to Visit in Chiang Mai, Thailand - 4K Chiang Mai Travel Guide",neutral,0.6884
Wat Doi Suthep,"thank you this was helpful. 
How did you explore the town ? By own vehicle ? I am visiting CM in May month this year.",2,2023-04-18T10:22:01Z,0LJRqJxIgIM,"20 Best Places to Visit in Chiang Mai, Thailand - 4K Chiang Mai Travel Guide",neutral,0.5868
Wat Doi Suthep,Thanks for this. Would you recommend renting a car for the duration of a visit?,0,2023-07-24T20:29:50Z,0LJRqJxIgIM,"20 Best Places to Visit in Chiang Mai, Thailand - 4K Chiang Mai Travel Guide",neutral,0.5956
Wat Doi Suthep,I don't like to join tours because we have young children.  Scooter is also not an option.  What can I use to visit things outside of town?  Transportation seems like a big problem in AsEan countries.,0,2024-03-21T03:02:40Z,0LJRqJxIgIM,"20 Best Places to Visit in Chiang Mai, Thailand - 4K Chiang Mai Travel Guide",negative,0.9032
Wat Doi Suthep,"👉Download the ULTIMATE map of Chiang Mai - for FREE!
https://thailandtravelplanners.com/chiang-mai-map-form/?video=Lf9eSG9r2uY
👉Work with me to plan your dream Thailand adventure!
https://thailandtravelplanners.com/",2,2025-04-05T13:23:16Z,Lf9eSG9r2uY,The ONLY Chiang Mai Itinerary You Will EVER Need,neutral,0.6483
Wat Doi Suthep,Next time you have to visit my place!!😁,0,2026-03-22T04:56:16Z,Lf9eSG9r2uY,The ONLY Chiang Mai Itinerary You Will EVER Need,positive,0.7995
Wat Doi Suthep,Probably the best guide on Thailand.,0,2026-01-07T17:53:19Z,Lf9eSG9r2uY,The ONLY Chiang Mai Itinerary You Will EVER Need,positive,0.8814
Wat Doi Suthep,Awesome video! Do you recommend 3 or 4 days to visit?,0,2025-12-28T14:09:45Z,Lf9eSG9r2uY,The ONLY Chiang Mai Itinerary You Will EVER Need,positive,0.7506
Wat Doi Suthep,5:03 far over the Misty Mountains cold... ⛰️,0,2025-10-02T07:39:56Z,Lf9eSG9r2uY,The ONLY Chiang Mai Itinerary You Will EVER Need,negative,0.7528
Wat Doi Suthep,We've been watching all your videos in the lead up to our trip to Thailand. Can you recommend how we can do your Chiang Mai day trip tours? Any tour group recommendations for that day trip?,1,2025-08-31T20:14:56Z,Lf9eSG9r2uY,The ONLY Chiang Mai Itinerary You Will EVER Need,neutral,0.7081
Wat Doi Suthep,"Hello, I just loved your video! Thank you! When did you travel there ? I am hesitating to travel to Thailand / Chiang Mai in the first two weeks of July because of the rainy season",0,2025-06-11T15:40:23Z,Lf9eSG9r2uY,The ONLY Chiang Mai Itinerary You Will EVER Need,neutral,0.5015
Wat Doi Suthep,Is this cafe actually called the mountain top cafe?,1,2026-01-13T03:04:44Z,Lf9eSG9r2uY,The ONLY Chiang Mai Itinerary You Will EVER Need,neutral,0.7193
Wat Doi Suthep,is it worth it to go to 3 days hiking trip there? if you hear about it,0,2025-12-17T08:52:32Z,Lf9eSG9r2uY,The ONLY Chiang Mai Itinerary You Will EVER Need,neutral,0.7605
Wat Doi Suthep,"Hi. Where is that village you said long neck women are? The closest ""village"" is closed and I don't think it was something to be called village anyway",0,2026-02-13T16:32:42Z,Lf9eSG9r2uY,The ONLY Chiang Mai Itinerary You Will EVER Need,negative,0.7328
Wat Doi Suthep,How would you recommend getting around that area to follow this itinerary? Taxi? Rent a car? Or motorbike?,23,2025-06-26T12:34:24Z,Lf9eSG9r2uY,The ONLY Chiang Mai Itinerary You Will EVER Need,neutral,0.7715
Wat Doi Suthep,Is the coffee there so spectacular? I mean you mention it all the time? Is it really one of the main attractions there? Or are you just coffee enthusiast,0,2025-10-02T07:49:29Z,Lf9eSG9r2uY,The ONLY Chiang Mai Itinerary You Will EVER Need,neutral,0.4257
Wat Doi Suthep,https://youtu.be/Lf9eSG9r2uY?si=rI0iKjyD9kbOg70U&t=322 freshly roasted coffee or freshly brewed tea?,0,2025-07-08T08:20:26Z,Lf9eSG9r2uY,The ONLY Chiang Mai Itinerary You Will EVER Need,neutral,0.6885
Sunday Walking Street,"Beautiful Mom...
Inlike the pop ice. 
Apalagi kalo yg dari santan..
Tapi ini kan Thailand..😊",4,2023-03-26T17:31:46Z,fk5kAJj5io0,Soda Pop Ice Cream - LARGEST Night Market in Chiang Mai Sunday Night Market #sho,positive,0.7775
Sunday Walking Street,If you add milk and other sweets then it's called kulfi in India but they add some more rabdi that make it more cold and more chew to eat and it's so sweet 🎂🍦🍦🍧🍨 and it's a stick ice cream with milk and rabdi,56,2023-05-13T10:04:44Z,fk5kAJj5io0,Soda Pop Ice Cream - LARGEST Night Market in Chiang Mai Sunday Night Market #sho,neutral,0.5645
Sunday Walking Street,"Actually, I don't know where the origin of the country . Manŷ country have ice ream like this. I have seen it since childhood and then continue to do it and we want our children to have the opportunity to experience these things.  yes,this place is chiangmai thailand.",10,2023-03-20T01:34:40Z,fk5kAJj5io0,Soda Pop Ice Cream - LARGEST Night Market in Chiang Mai Sunday Night Market #sho,neutral,0.3952
Sunday Walking Street,"You can make mungbean icecream,  boil mungbean,  crush it, add coconut and jaggery.  For different flavors,  add orange or mango.  Jay shree ram.
Don't forget banana,  you must cook banana or beet roots for some time. 
After cooking banana becomes very delicious. 
Jay shree ram.",3,2023-05-07T09:12:18Z,fk5kAJj5io0,Soda Pop Ice Cream - LARGEST Night Market in Chiang Mai Sunday Night Market #sho,neutral,0.4727
